Step,Energy,Magnetisation
704,-44,-22
705,-44,-16
706,-32,-8
707,-56,-2
708,-56,-12
709,-44,-14
710,-52,-4
711,-40,8
712,-28,2
713,-20,-4
714,-40,-22
715,-36,-16
716,-36,4
717,-44,28
718,-36,12
719,-52,4
720,-52,8
721,-60,-24
722,-40,-32
723,-44,-30
724,-40,-16
725,-48,-34
726,-52,-14
727,-56,-34
728,-40,-22
729,-52,-22
730,-56,-14
731,-52,-10
732,-48,-18
733,-48,-28
734,-56,26
735,-52,12
736,-56,-4
737,-44,30
738,-48,38
739,-52,24
740,-64,46
741,-44,26
742,-60,32
743,-48,10
744,-44,-2
745,-44,0
746,-40,-4
747,-64,-2
748,-64,6
749,-40,-14
750,-56,-14
751,-36,26
752,-52,42
753,-40,8
754,-52,26
755,-44,6
756,-44,14
757,-36,-10
758,-48,0
759,-40,6
760,-56,16
761,-56,6
762,-48,6
763,-44,6
764,-48,10
765,-60,14
766,-52,-2
767,-56,2
768,-56,-14
769,-48,-2
770,-44,-18
771,-36,-16
772,-40,-4
773,-48,-2
774,-28,4
775,-40,8
776,-48,28
777,-44,10
778,-40,4
779,-36,-4
780,-48,-4
781,-36,-8
782,-32,0
783,-32,-28
784,-44,-26
785,-44,-24
786,-40,-16
787,-56,-8
788,-48,-6
789,-32,-6
790,-52,-10
791,-56,-28
792,-52,-36
793,-44,-20
794,-48,-40
795,-32,-28
796,-52,-28
797,-48,-10
798,-48,-28
799,-52,6
800,-44,18
801,-48,12
802,-48,-2
803,-36,6
804,-40,-10
805,-52,-26
806,-40,-20
807,-48,-2
808,-48,-18
809,-44,-24
810,-52,-20
811,-52,-18
812,-40,2
813,-56,-6
814,-52,14
815,-48,30
816,-36,12
817,-32,4
818,-28,-2
819,-36,0
820,-40,-28
821,-36,-10
822,-28,-18
823,-24,22
824,-32,8
825,-48,-10
826,-48,-4
827,-52,-20
828,-40,-12
829,-28,-12
830,-32,-24
831,-36,-28
832,-48,-16
833,-56,-30
834,-36,-14
835,-56,-18
836,-48,10
837,-44,20
838,-36,2
839,-52,-10
840,-48,-2
841,-48,-2
842,-52,-2
843,-44,-2
844,-44,-4
845,-48,0
846,-36,-16
847,-56,14
848,-60,14
849,-44,12
850,-44,14
851,-16,30
852,-36,12
853,-48,10
854,-36,10
855,-40,-12
856,-40,8
857,-44,2
858,-52,10
859,-56,16
860,-44,26
861,-56,0
862,-36,2
863,-40,10
864,-44,10
865,-44,14
866,-44,10
867,-44,6
868,-36,20
869,-40,-2
870,-32,0
871,-44,0
872,-44,-6
873,-44,4
874,-44,12
875,-40,-14
876,-36,-8
877,-40,22
878,-60,12
879,-52,8
880,-52,0
881,-44,0
882,-36,0
883,-48,12
884,-48,10
885,-44,12
886,-36,-4
887,-56,16
888,-64,30
889,-60,28
890,-48,0
891,-52,-16
892,-52,-8
893,-48,0
894,-44,12
895,-40,28
896,-64,-12
897,-40,0
898,-56,-34
899,-52,-28
900,-44,-34
901,-40,-14
902,-36,-14
903,-48,-32
904,-48,-22
905,-40,-20
906,-40,-12
907,-48,-18
908,-48,-10
909,-52,-34
910,-52,-36
911,-56,-28
912,-48,-36
913,-48,-10
914,-52,-26
915,-40,-14
916,-40,-20
917,-48,-8
918,-44,-2
919,-32,0
920,-40,14
921,-32,20
922,-40,46
923,-48,30
924,-48,24
925,-40,12
926,-48,16
927,-56,6
928,-52,4
929,-60,18
930,-52,36
931,-44,34
932,-36,4
933,-48,-14
934,-52,20
935,-36,16
936,-56,14
937,-56,2
938,-52,2
939,-40,4
940,-36,-8
941,-56,-16
942,-60,-34
943,-60,-24
944,-56,-18
945,-52,-20
946,-32,-20
947,-44,-8
948,-44,2
949,-40,10
950,-48,-4
951,-56,0
952,-60,2
953,-60,4
954,-44,6
955,-36,-10
956,-28,-6
957,-60,4
958,-56,-10
959,-48,-10
960,-48,-14
961,-64,-26
962,-64,-10
963,-40,-4
964,-48,0
965,-52,12
966,-52,-8
967,-40,-16
968,-48,8
969,-56,4
970,-60,18
971,-36,18
972,-60,-2
973,-52,4
974,-48,-4
975,-48,-6
976,-60,6
977,-52,10
978,-48,-6
979,-56,14
980,-52,10
981,-64,2
982,-68,22
983,-64,14
984,-48,4
985,-48,2
986,-40,8
987,-60,24
988,-36,2
989,-48,-4
990,-44,22
991,-48,16
992,-48,-4
993,-44,6
994,-44,0
995,-60,18
996,-56,20
997,-32,10
998,-48,-6
999,-48,-14
